V1 V2 V3
10 0 0
17 2 0
17 2 0
11 0 0
6 1 0
14 0 0
20 0 0
15 0 0
14 0 0
25 0 0
15 0 0
13 0 0
23 1 2
18 1 0
14 0 0
20 0 0
14 0 0
24 0 2
16 1 0
12 0 1
12 1 1
19 2 0
15 0 0
11 0 0
15 0 0
17 0 0
7 0 0
11 0 2
17 2 0
7 0 0
17 0 2
3 0 0
17 2 0
11 0 0
26 0 0
17 1 0
8 0 0
11 0 1
19 1 0
21 0 2
7 0 0
12 1 1
8 0 0
20 0 1
