V1 V2 V3
17 2 0
22 0 1
18 1 1
17 2 0
19 0 0
20 0 0
19 1 0
9 0 0
25 1 0
12 0 0
19 0 0
14 0 0
23 2 1
14 2 0
17 1 0
19 1 0
16 1 0
14 0 0
21 0 0
18 0 0
14 0 0
22 0 1
14 0 1
11 0 0
11 1 0
17 2 0
13 0 0
20 0 0
20 1 0
18 0 0
17 0 1
7 0 0
21 1 0
18 0 0
9 1 0
17 2 0
24 0 0
22 0 0
15 0 0
21 1 0
24 1 0
20 0 0
