V1 V2 V3
16 1 0
19 1 0
13 1 0
18 1 0
19 1 0
22 0 0
17 2 0
12 1 0
9 0 1
18 2 1
18 1 0
19 1 1
21 1 0
16 0 1
17 0 0
16 1 0
11 1 0
12 0 0
17 0 0
12 0 0
19 1 0
9 0 1
10 0 1
14 0 0
10 2 0
11 0 0
11 0 1
20 2 0
6 0 0
17 2 0
23 1 2
6 0 0
22 0 0
17 2 0
18 0 0
18 0 0
18 0 2
17 2 0
9 0 0
15 0 0
12 0 1
12 1 1
23 0 0
25 1 0
17 2 0
10 1 0
9 0 0
