V1 V2 V3
20 0 1
25 1 1
13 1 0
15 1 0
12 0 0
26 1 0
7 0 0
19 0 0
18 0 0
19 0 1
12 0 0
13 0 0
10 1 0
15 1 0
26 2 1
13 1 0
19 1 3
24 0 1
8 0 0
23 1 0
9 1 0
5 0 0
23 0 1
12 0 0
26 0 2
5 1 0
10 0 0
20 0 0
20 0 0
14 0 0
25 0 1
3 0 0
13 0 0
16 0 0
17 0 0
16 0 1
5 1 0
7 1 0
15 2 0
18 0 0
20 0 0
16 0 0
15 0 0
17 2 0
11 0 0
7 0 0
20 2 0
13 0 0
4 0 0
10 0 1
15 0 0
18 1 0
16 0 0
4 0 0
17 1 1
17 0 0
15 0 0
19 1 0
13 0 0
20 0 0
26 0 0
5 0 0
9 1 0
11 2 0
9 1 0
5 1 0
15 0 0
5 0 0
21 1 0
24 0 0
